ID,spaceSessionId,userId,createdAt,updatedAt,joinDate,leftDate,parentSpaceSessionId,openSpaceUser
160460,128074,331,8/25/2023 19:35,8/25/2023 19:35,8/25/2023 19:34,8/25/2023 19:35,,0
160461,128075,331,8/26/2023 8:44,8/26/2023 8:44,8/26/2023 12:43,8/26/2023 12:43,,0
160462,128077,331,8/26/2023 9:01,8/26/2023 9:01,8/26/2023 8:50,8/26/2023 9:01,,0
160463,128078,331,8/26/2023 9:12,8/26/2023 9:12,8/26/2023 9:06,8/26/2023 9:12,,0
160464,128076,331,8/26/2023 9:25,8/26/2023 9:25,8/26/2023 8:44,8/26/2023 9:25,,0
160465,128079,331,8/26/2023 10:08,8/26/2023 10:08,8/26/2023 9:33,8/26/2023 10:08,,0
160466,128079,330,8/26/2023 10:08,8/26/2023 10:08,8/26/2023 9:34,8/26/2023 10:08,,0
160467,128080,331,8/26/2023 11:22,8/26/2023 11:22,8/26/2023 15:22,8/26/2023 15:22,,0
160468,128081,331,8/26/2023 11:24,8/26/2023 11:24,8/26/2023 15:24,8/26/2023 15:24,,0
160469,128084,331,8/27/2023 5:40,8/27/2023 5:40,8/27/2023 5:37,8/27/2023 5:40,128082,0
160470,128085,331,8/27/2023 5:54,8/27/2023 5:54,8/27/2023 9:48,8/27/2023 9:54,,0
160471,128086,331,8/27/2023 5:55,8/27/2023 5:55,8/27/2023 5:54,8/27/2023 5:55,,0
160472,128087,331,8/27/2023 5:57,8/27/2023 5:57,8/27/2023 5:56,8/27/2023 5:57,,0
160473,128088,330,8/27/2023 7:00,8/27/2023 7:00,8/27/2023 10:59,8/27/2023 11:00,,0
160474,128092,300,8/28/2023 6:50,8/28/2023 6:50,8/28/2023 6:49,8/28/2023 6:50,,0
160475,128093,300,8/28/2023 6:53,8/28/2023 6:53,8/28/2023 6:51,8/28/2023 6:53,,0
160476,128094,14266,8/28/2023 7:25,8/28/2023 7:25,8/28/2023 7:00,8/28/2023 7:25,,0
160477,128095,2147481579,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,,1
160478,128095,2147481572,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,,1
160479,128095,2147481568,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,,1
160480,128095,2147481565,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,,1
160481,128095,2147481564,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,,1
160482,128096,2147481605,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160483,128095,2147481561,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,,1
160484,128096,2147481604,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160485,128096,2147481608,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160486,128095,2147481562,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,,1
160487,128096,2147481607,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160488,128095,2147481560,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,,1
160489,128096,2147481606,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160490,128096,2147481597,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160491,128096,2147481596,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160492,128096,2147481602,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160493,128096,2147481603,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160494,128096,2147481599,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160495,128096,2147481600,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160496,128096,2147481601,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160497,128096,2147481594,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160498,128096,2147481593,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160499,128096,2147481598,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160500,128096,2147481588,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160501,128096,2147481595,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160502,128096,2147481592,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160503,128096,2147481590,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:35,128095,1
160504,128096,2147481591,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:29,8/28/2023 7:30,128095,1
160505,128096,2147481589,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160506,128096,2147481586,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160507,128096,2147481587,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160508,128096,2147481585,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160509,128096,2147481583,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160510,128096,2147481584,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160511,128096,2147481581,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:30,128095,1
160512,128096,2147481580,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160513,128096,2147481573,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160514,128096,2147481577,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160515,128096,2147481578,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160516,128096,2147481575,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:30,128095,1
160517,128096,2147481576,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160518,128096,2147481569,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160519,128096,2147481574,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
160520,128096,2147481570,8/28/2023 7:35,8/28/2023 7:35,8/28/2023 7:30,8/28/2023 7:35,128095,1
